"School Name","School Code","State","City","Activation Date","Fees: Retail and Corporate Level Users","Fees: Colleague Level Members"
"BRYANT COLLEGE OF BUSINESS ADMINISTRATION","_003402","RI","SMITHFIELD","12/10/2008","$6.50","$5.00"
"BRYANT UNIVERSITY","_003402","RI","SMITHFIELD","12/10/2008","$6.50","$5.00"
"BRYN MAWR COLLEGE","_003237","PA","BRYN MAWR","08/11/2005","$6.50","$5.00"
"BUCKNELL UNIVERSITY","_003238","PA","LEWISBURG","02/27/2003","$6.50","$5.00"
"BUCKS COUNTY COMMUNITY COLLEGE","_003239","PA","NEWTOWN","07/13/2004","$6.50","$5.00"
"BUENA VISTA COLLEGE","_001847","IA","STORM LAKE","05/24/2006","$6.50","$5.00"
"BUENA VISTA UNIVERSITY","_001847","IA","STORM LAKE","05/24/2006","$6.50","$5.00"
"BUFFALO STATE COLLEGE","_002842","NY","BUFFALO","05/10/2010","$9.00","$7.50"
"BUNKER HILL COMMUNITY COLLEGE","_011210","MA","BOSTON","01/13/2009","$6.50","$5.00"
"BURLINGTON COUNTY COLLEGE","_007730","NJ","PEMBERTON","11/19/2004","$6.50","$5.00"
"BUSINESS AND TECHNOLOGY COLLEGE","_002484","MO","KANSAS CITY","03/15/2004","$6.50","$5.00"
"BUTLER COMMUNITY COLLEGE","_001906","KS","EL DORADO","06/09/2004","$6.50","$5.00"
"BUTLER COUNTY COMMUNITY COLLEGE","_001906","KS","EL DORADO","06/09/2004","$6.50","$5.00"
"BUTLER COUNTY COMMUNITY COLLEGE","_003240","PA","BUTLER","10/13/2008","$6.50","$5.00"
"BUTLER COUNTY COMMUNITY JUNIOR COLLEGE","_001906","KS","EL DORADO","06/09/2004","$6.50","$5.00"
"BUTTE VOCATIONAL TECHNICAL CENTER","_002531","MT","BUTTE","09/03/2002","$8.50","$7.00"
"C.V. STARS MIDDLEBURY SCHOOLS ABROAD","_003691","VT","MIDDLEBURY","03/28/2007","$6.50","$5.00"
"C.W. POST CAMPUS OF LONG ISLAND UNIVERSITY","_002751","NY","BROOKVILLE","05/28/2003","$6.50","$5.00"
"C.W. POST COLLEGE","_002751","NY","BROOKVILLE","05/28/2003","$6.50","$5.00"
"CABRILLO COLLEGE","_001124","CA","APTOS","07/28/2011","$6.50","$5.00"
"CABRINI COLLEGE","_003241","PA","RADNOR","09/13/2005","$6.50","$5.00"
"CAL TECH","_001131","CA","PASADENA","07/29/2008","$9.50","$8.00"
"CALDWELL COMMUNITY COLLEGE AND TECHNICAL INSTITUTE","_004835","NC","HUDSON","07/07/2009","$6.50","$5.00"
"CALDWELL COMMUNITY TECHNICAL INSTITUTE","_004835","NC","HUDSON","07/07/2009","$6.50","$5.00"
"CALHOUN COMMUNITY COLLEGE","_001013","AL","DECATUR","07/20/2011","$6.50","$5.00"
"CALIFORNIA COLLEGE OF MEDICINE","_001314","CA","IRVINE","06/08/2011","$19.50","$18.00"
"CALIFORNIA COLLEGE OF PODIATRIC MEDICINE","_007012","CA","OAKLAND","09/23/2009","$6.50","$5.00"
"CALIFORNIA INSTITUTE OF TECHNOLOGY","_001131","CA","PASADENA","07/29/2008","$9.50","$8.00"
"CALIFORNIA LUTHERAN UNIVERSITY","_001133","CA","THOUSAND OAKS","12/21/2001","$6.50","$5.00"
"CALIFORNIA MARITIME ACADEMY","_001134","CA","VALLEJO","09/09/2008","$16.50","$15.00"
"CALIFORNIA POLYTECHNIC STATE UNIVERSITY","_001143","CA","SAN LUIS OBISPO","06/29/2009","$16.50","$15.00"
"CALIFORNIA POLYTECHNIC STATE UNIVERSITY - SAN LUIS OBISPO","_001143","CA","SAN LUIS OBISPO","06/29/2009","$16.50","$15.00"
"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA","_001144","CA","POMONA","09/09/2003","$12.50","$11.00"
"CALIFORNIA STATE UNIVERSITY - CHICO","_001146","CA","CHICO","01/26/2006","$12.50","$11.00"
"CALIFORNIA STATE UNIVERSITY - DOMINGUEZ HILLS","_001141","CA","CARSON","08/15/2002","$6.50","$5.00"
"CALIFORNIA STATE UNIVERSITY - EAST BAY","_001138","CA","HAYWARD","08/26/2008","$6.50","$5.00"
"CALIFORNIA STATE UNIVERSITY - FRESNO","_001147","CA","FRESNO","05/30/2006","$12.50","$11.00"
"CALIFORNIA STATE UNIVERSITY - FULLERTON","_001137","CA","FULLERTON","08/19/2003","$11.50","$10.00"
"CALIFORNIA STATE UNIVERSITY - HAYWARD","_001138","CA","HAYWARD","08/26/2008","$6.50","$5.00"
"CALIFORNIA STATE UNIVERSITY - LONG BEACH","_001139","CA","LONG BEACH","02/04/2004","$16.50","$15.00"
"CALIFORNIA STATE UNIVERSITY - LOS ANGELES","_001140","CA","LOS ANGELES","09/12/2008","$6.50","$5.00"
"CALIFORNIA STATE UNIVERSITY - MONTEREY BAY","_032603","CA","SEASIDE","02/03/2004","$6.50","$5.00"
"CALIFORNIA STATE UNIVERSITY - NORTHRIDGE","_001153","CA","NORTHRIDGE","03/18/2005","$6.50","$5.00"
"CALIFORNIA STATE UNIVERSITY - SACRAMENTO","_001150","CA","SACRAMENTO","12/10/2003","$16.50","$15.00"
"CALIFORNIA STATE UNIVERSITY - SAN BERNARDINO","_001142","CA","SAN BERNARDINO","05/06/2004","$6.50","$5.00"
"CALIFORNIA STATE UNIVERSITY - SAN MARCOS","_030113","CA","SAN MARCOS","01/17/2003","$9.50","$8.00"
"CALIFORNIA STATE UNIVERSITY BAKERSFIELD","_007993","CA","BAKERSFIELD","12/18/2007","$9.00","$7.50"
"CALIFORNIA STATE UNIVERSITY, BAKERSFIELD","_007993","CA","BAKERSFIELD","12/18/2007","$9.00","$7.50"
"CALIFORNIA STATE UNIVERSITY, STANISLAUS","_001157","CA","TURLOCK","03/11/2003","$11.50","$10.00"
"CALIFORNIA UNIVERSITY OF PENNSYLVANIA","_003316","PA","CALIFORNIA","09/21/2009","$6.50","$5.00"
"CALVIN COLLEGE","_002241","MI","GRAND RAPIDS","12/19/2011","$6.50","$5.00"
"CAMBRIDGE COLLEGE","_021829","MA","CAMBRIDGE","11/10/2009","$6.50","$5.00"
"CAMBRIDGE COMMUNITY COLLEGE","_002332","MN","COON RAPIDS","09/09/2005","$6.50","$5.00"
"CAMDEN COUNTY COLLEGE","_006865","NJ","BLACKWOOD","04/26/2002","$6.50","$5.00"
"CAMERON COLLEGE","_003150","OK","LAWTON","11/20/2007","$6.50","$5.00"
"CAMERON STATE AGRICULTURAL COLLEGE","_003150","OK","LAWTON","11/20/2007","$6.50","$5.00"
"CAMERON UNIVERSITY","_003150","OK","LAWTON","11/20/2007","$6.50","$5.00"
"CAMPBELL UNIVERSITY","_002913","NC","BUIES CREEK","06/15/2006","$6.50","$5.00"
"CAMPBELLSVILLE UNIVERSITY","_001959","KY","CAMPBELLSVILLE","10/15/2010","$6.50","$5.00"
"CANADA COLLEGE","_006973","CA","REDWOOD CITY","07/13/2004","$6.50","$5.00"
"CANISIUS COLLEGE","_002681","NY","BUFFALO","08/18/2008","$6.50","$5.00"
"CAPE COD COMMUNITY COLLEGE","_002168","MA","WEST BARNSTABLE","07/15/2005","$6.50","$5.00"
"CAPE FEAR COMMUNITY COLLEGE","_005320","NC","WILMINGTON","12/20/2002","$6.50","$5.00"
"CAPELLA UNIVERSITY","_032673","MN","MINNEAPOLIS","09/06/2006","$6.50","$5.00"
"CAPITAL COMMUNITY COLLEGE","_007635","CT","HARTFORD","09/20/2001","$6.50","$5.00"
"CAPITAL UNIVERSITY","_003023","OH","COLUMBUS","04/22/2009","$7.50","$6.00"
"CARDINAL STRITCH UNIVERSITY","_003837","WI","MILWAUKEE","01/04/2012","$6.50","$5.00"
"CARL ALBERT STATE COLLEGE","_003176","OK","POTEAU","05/06/2008","$6.50","$5.00"
"CARL SANDBURG COLLEGE","_007265","IL","GALESBURG","02/13/2003","$6.50","$5.00"
"CARLETON COLLEGE","_002340","MN","NORTHFIELD","01/30/2003","$6.50","$5.00"
"CARLOW COLLEGE","_003303","PA","PITTSBURGH","04/30/2007","$6.50","$5.00"
"CARLOW UNIVERSITY","_003303","PA","PITTSBURGH","04/30/2007","$6.50","$5.00"
"CARNEGIE MELLON UNIVERSITY","_003242","PA","PITTSBURGH","11/02/2001","$6.50","$5.00"
"CARROLL COLLEGE","_002526","MT","HELENA","10/10/2007","$6.50","$5.00"
"CARROLL COLLEGE","_003838","WI","WAUKESHA","06/01/2005","$6.50","$5.00"
"CARROLL COLLEGE, MONTANA","_002526","MT","HELENA","10/10/2007","$6.50","$5.00"
"CARROLL COMMUNITY COLLEGE","_031007","MD","WESTMINSTER","11/10/2004","$6.50","$5.00"
"CARROLL COUNTY VOCATIONAL SCHOOL","_010487","GA","WACO","06/14/2007","$6.50","$5.00"
"CARROLL TECHNICAL INSTITUTE","_010487","GA","WACO","06/14/2007","$6.50","$5.00"
"CARROLL UNIVERSITY","_003838","WI","WAUKESHA","06/01/2005","$6.50","$5.00"
"CARSON-NEWMAN COLLEGE","_003481","TN","JEFFERSON CITY","02/20/2009","$6.50","$5.00"
"CARTHAGE COLLEGE","_003839","WI","KENOSHA","12/01/2009","$8.50","$7.00"
"CASCADIA COMMUNITY COLLEGE","_034835","WA","BOTHELL","11/01/2005","$6.50","$5.00"
"CASE INSTITUTE OF TECHNOLOGY","_003024","OH","CLEVELAND","09/26/2007","$11.50","$10.00"
"CASE WESTERN RESERVE UNIVERSITY","_003024","OH","CLEVELAND","09/26/2007","$11.50","$10.00"
"CASTLETON STATE COLLEGE","_003683","VT","CASTLETON","10/28/2009","$6.50","$5.00"
"CASTLETON TEACHER'S COLLEGE","_003683","VT","CASTLETON","10/28/2009","$6.50","$5.00"
"CATAWBA COLLEGE","_002914","NC","SALISBURY","05/08/2006","$9.50","$8.00"
"CATAWBA VALLEY COMMUNITY COLLEGE","_005318","NC","HICKORY","11/09/2010","$6.50","$5.00"
"CATHOLIC UNIVERSITY","_001437","DC","WASHINGTON","06/14/2007","$6.50","$5.00"
"CATHOLIC UNIVERSITY OF AMERICA","_001437","DC","WASHINGTON","06/14/2007","$6.50","$5.00"
"CATHOLIC UNIVERSITY OF PUERTO RICO","_003936","PR","PONCE","09/29/2009","$9.50","$8.00"
"CATONSVILLE COMMUNITY COLLEGE","_002063","MD","BALTIMORE","05/31/2007","$6.50","$5.00"
"CAYUGA COUNTY COMMUNITY COLLEGE","_002861","NY","AUBURN","09/12/2001","$6.50","$5.00"
"CECIL COMMUNITY COLLEGE","_008308","MD","NORTH EAST","06/23/2004","$6.50","$5.00"
"CEDAR CREST COLLEGE","_003243","PA","ALLENTOWN","04/29/2004","$6.50","$5.00"
"CEDAR VALLEY COLLEGE","_003561","TX","LANCASTER","07/28/2011","$6.50","$5.00"
"CEDAR VALLEY COLLEGE-DALLAS CC DISTRICT","_003561","TX","LANCASTER","07/28/2011","$6.50","$5.00"
"CENTRAL ARIZONA COLLEGE","_007283","AZ","COOLIDGE","07/11/2005","$6.50","$5.00"
"CENTRAL CAROLINA COMMUNITY COLLEGE","_005449","NC","SANFORD","06/25/2008","$6.50","$5.00"
"CENTRAL CAROLINA TECHNICAL COLLEGE","_003995","SC","SUMTER","11/19/2001","$6.50","$5.00"
"CENTRAL CAROLINA TECHNICAL INSTITUTE","_005449","NC","SANFORD","06/25/2008","$6.50","$5.00"
"CENTRAL COLLEGE - PELLA, IOWA","_001850","IA","PELLA","03/16/2011","$6.50","$5.00"
"CENTRAL COMMUNITY COLLEGE - COLUMBUS","_020995","NE","GRAND ISLAND","08/17/2005","$6.50","$5.00"
"CENTRAL COMMUNITY COLLEGE - GRAND ISLAND","_020995","NE","GRAND ISLAND","08/17/2005","$6.50","$5.00"
"CENTRAL COMMUNITY COLLEGE - HASTINGS","_020995","NE","GRAND ISLAND","08/17/2005","$6.50","$5.00"
"CENTRAL COMMUNITY COLLEGE - PLATTE","_020995","NE","GRAND ISLAND","08/17/2005","$6.50","$5.00"
"CENTRAL CONNECTICUT STATE UNIVERSITY","_001378","CT","NEW BRITAIN","02/04/2005","$6.50","$5.00"
"CENTRAL FLORIDA COMMUNITY COLLEGE","_001471","FL","OCALA","01/14/2011","$6.50","$5.00"
"CENTRAL GEORGIA TECHNICAL COLLEGE","_005763","GA","MACON","06/15/2007","$6.50","$5.00"
"CENTRAL KENTUCKY TECHNICAL COLLEGE","_005244","KY","LEXINGTON","05/08/2003","$6.50","$5.00"
"CENTRAL LAKES COLLEGE","_002339","MN","BRAINERD","09/20/2007","$6.50","$5.00"
"CENTRAL LAKES COLLEGE - BRAINERD","_002339","MN","BRAINERD","09/20/2007","$6.50","$5.00"
"CENTRAL MAINE COMMUNITY COLLEGE","_005276","ME","AUBURN","12/10/2004","$6.50","$5.00"
"CENTRAL MAINE TECHNICAL COLLEGE","_005276","ME","AUBURN","12/10/2004","$6.50","$5.00"
"CENTRAL MAINE VOCATIONAL-TECHNICAL INSTITUTE","_005276","ME","AUBURN","12/10/2004","$6.50","$5.00"
"CENTRAL METHODIST COLLEGE","_002453","MO","FAYETTE","04/17/2003","$6.50","$5.00"
"CENTRAL METHODIST UNIVERSITY","_002453","MO","FAYETTE","04/17/2003","$6.50","$5.00"
"CENTRAL MICHIGAN UNIVERSITY","_002243","MI","MOUNT PLEASANT","04/19/2001","$6.50","$5.00"
"CENTRAL MISSOURI STATE UNIVERSITY","_002454","MO","WARRENSBURG","02/11/2008","$6.50","$5.00"
"CENTRAL NEW ENGLAND COLLEGE","_002197","MA","DUDLEY","02/23/2005","$6.50","$5.00"
"CENTRAL NEW MEXICO COMMUNITY COLLEGE","_004742","NM","ALBUQUERQUE","11/20/2006","$6.50","$5.00"
"CENTRAL OHIO TECHNICAL COLLEGE","_011046","OH","NEWARK","01/05/2011","$6.50","$5.00"
"CENTRAL OREGON COMMUNITY COLLEGE","_003188","OR","BEND","02/03/2005","$6.50","$5.00"
"CENTRAL PENN COLLEGE","_004890","PA","SUMMERDALE","03/14/2007","$6.50","$5.00"
"CENTRAL PENNSYLVANIA BUSINESS COLLEGE","_004890","PA","SUMMERDALE","03/14/2007","$6.50","$5.00"
"CENTRAL PENNSYLVANIA BUSINESS SCHOOL","_004890","PA","SUMMERDALE","03/14/2007","$6.50","$5.00"
"CENTRAL PENNSYLVANIA COLLEGE","_004890","PA","SUMMERDALE","03/14/2007","$6.50","$5.00"
"CENTRAL PIEDMONT COMMUNITY COLLEGE","_002915","NC","CHARLOTTE","07/26/2007","$6.50","$5.00"
"CENTRAL STATE COLLEGE","_003152","OK","EDMOND","08/10/2006","$6.50","$5.00"
"CENTRAL STATE TEACHERS COLLEGE","_003152","OK","EDMOND","08/10/2006","$6.50","$5.00"
"CENTRAL STATE UNIVERSITY","_003026","OH","WILBERFORCE","04/06/2006","$6.50","$5.00"
"CENTRAL STATE UNIVERSITY","_003152","OK","EDMOND","08/10/2006","$6.50","$5.00"
"CENTRAL UNIVERSITY OF IOWA","_001850","IA","PELLA","03/16/2011","$6.50","$5.00"
"CENTRAL VIRGINIA COMMUNITY COLLEGE","_004988","VA","LYNCHBURG","09/08/2008","$6.50","$5.00"
"CENTRAL WASHINGTON UNIVERSITY","_003771","WA","ELLENSBURG","02/13/2002","$6.50","$5.00"
"CENTRAL WYOMING COLLEGE","_007289","WY","RIVERTON","02/28/2007","$6.50","$5.00"
"CENTRALIA COMMUNITY COLLEGE & OVTI","_005372","WA","OLYMPIA","03/30/2011","$6.50","$5.00"
"CENTRE COLLEGE","_001961","KY","DANVILLE","03/02/2004","$6.50","$5.00"
"CENTURY COLLEGE","_010546","MN","WHITE BEAR LAKE","06/03/2005","$6.50","$5.00"
"CENTURY COMMUNITY & TECHNICAL COLLEGE","_010546","MN","WHITE BEAR LAKE","06/03/2005","$6.50","$5.00"
"CHABOT COLLEGE","_001162","CA","HAYWARD","04/15/2009","$6.50","$5.00"
"CHADRON STATE COLLEGE","_002539","NE","CHADRON","09/11/2003","$6.50","$5.00"
"CHAFFEY COLLEGE","_001163","CA","RANCHO CUCAMONGA","09/30/2002","$6.50","$5.00"
"CHAFFEY COMMUNITY COLLEGE","_001163","CA","RANCHO CUCAMONGA","09/30/2002","$6.50","$5.00"
"CHAMINADE UNIVERSITY OF HONOLULU","_001605","HI","HONOLULU","12/06/2011","$6.50","$5.00"
"CHAMPLAIN COLLEGE","_003684","VT","BURLINGTON","07/06/2006","$6.50","$5.00"
"CHANDLER/GILBERT COMMUNITY COLLEGE","_030722","AZ","CHANDLER","12/22/2009","$6.50","$5.00"
"CHAPMAN COLLEGE","_001164","CA","ORANGE","01/03/2005","$6.50","$5.00"
"CHAPMAN UNIVERSITY","_001164","CA","ORANGE","01/03/2005","$6.50","$5.00"
"CHAPMAN UNIVERSITY COLLEGE","_041618","CA","PALMDALE","03/25/2011","$6.50","$5.00"
"CHARLES COUNTY COMMUNITY COLLEGE","_002064","MD","LA PLATA","08/14/2002","$6.50","$5.00"
"CHARLES STEWART MOTT COMMUNITY COLLEGE","_002261","MI","FLINT","01/18/2002","$6.50","$5.00"
"CHARTER OAK COLLEGE","_032343","CT","NEW BRITAIN","03/18/2011","$6.50","$5.00"
"CHARTER OAK STATE COLLEGE","_032343","CT","NEW BRITAIN","03/18/2011","$6.50","$5.00"
"CHATTAHOOCHEE TECHNICAL COLLEGE","_005620","GA","MARIETTA","06/14/2007","$6.50","$5.00"
"CHATTAHOOCHEE VALLEY COMMUNITY COLLEGE","_012182","AL","PHENIX CITY","05/20/2002","$6.50","$5.00"
"CHATTANOOGA STATE COMMUNITY COLLEGE","_003998","TN","CHATTANOOGA","07/15/2010","$6.50","$5.00"
"CHATTANOOGA STATE COMMUNITY TECHNICAL COLLEGE","_003998","TN","CHATTANOOGA","07/15/2010","$6.50","$5.00"
"CHEMEKETA COMMUNITY COLLEGE","_003218","OR","SALEM","05/05/2005","$6.50","$5.00"
"CHEROKEE JUNIOR COLLEGE","_001892","IA","IOWA CITY","01/17/2002","$16.50","$15.00"
"CHESAPEAKE COLLEGE","_004650","MD","WYE MILLS","06/14/2006","$6.50","$5.00"
"CHESTNUT HILL COLLEGE","_003245","PA","PHILADELPHIA","05/26/2010","$6.50","$5.00"
"CHEYNEY STATE COLLEGE","_003317","PA","CHEYNEY","07/31/2009","$6.50","$5.00"
"CHEYNEY UNIVERSITY OF PENNSYLVANIA","_003317","PA","CHEYNEY","07/31/2009","$6.50","$5.00"
"CHICAGO C OLLEGE OF OSTEOPATHIC MEDICINE","_001657","IL","DOWNERS GROVE","10/12/2011","$6.50","$5.00"
"CHICAGO STATE UNIVERSITY","_001694","IL","CHICAGO","09/14/2007","$6.50","$5.00"
"CHICAGO TEACHER'S COLLEGE","_001694","IL","CHICAGO","09/14/2007","$6.50","$5.00"
"CHICAGO TEACHERS COLLEGE NORTH","_001693","IL","CHICAGO","09/03/2008","$6.50","$5.00"
"CHOWAN COLLEGE","_002916","NC","MURFREESBORO","04/07/2004","$6.50","$5.00"
"CHOWAN UNIVERSITY","_002916","NC","MURFREESBORO","04/07/2004","$6.50","$5.00"
"CHRIST HOSPITAL SCHOOL OF NURSING","_006489","OH","CINCINNATI","05/26/2011","$9.00","$7.50"
"CHRISTIAN BROTHERS UNIVERSITY","_003482","TN","MEMPHIS","03/04/2009","$6.50","$5.00"
"CHRISTIAN COLLEGE","_002456","MO","COLUMBIA","01/13/2012","$6.50","$5.00"
"CINCINNATI COOPERATIVE SCHOOL OF TECHNOLOGY","_010345","OH","CINCINNATI","07/07/2010","$6.50","$5.00"
"CINCINNATI STATE TECHNICAL AND COMMUNITY COLLEGE","_010345","OH","CINCINNATI","07/07/2010","$6.50","$5.00"
"CINCINNATI TECHNICAL COLLEGE","_010345","OH","CINCINNATI","07/07/2010","$6.50","$5.00"
"CINCINNATI TECHNICAL INSTITUTE","_010345","OH","CINCINNATI","07/07/2010","$6.50","$5.00"
"CITRUS COLLEGE","_001166","CA","GLENDORA","05/24/2005","$6.50","$5.00"
"CITY COLLEGE","_002688","NY","NEW YORK","02/22/2002","$6.50","$5.00"
"CITY COLLEGE OF CHICAGO - HAROLD WASHINGTON COLLEGE","_001652","IL","CHICAGO","01/30/2004","$6.50","$5.00"
"CITY COLLEGE OF CHICAGO - HARRY S TRUMAN COLLEGE","_001648","IL","CHICAGO","01/16/2007","$6.50","$5.00"
"CITY COLLEGE OF CHICAGO - KENNEDY-KING COLLEGE","_001654","IL","CHICAGO","03/04/2004","$6.50","$5.00"
"CITY COLLEGE OF CHICAGO - MALCOLM X COLLEGE","_001650","IL","CHICAGO","03/02/2004","$6.50","$5.00"
"CITY COLLEGE OF CHICAGO - OLIVE-HARVEY COLLEGE","_009767","IL","CHICAGO","03/30/2004","$6.50","$5.00"
"CITY COLLEGE OF CHICAGO - RICHARD J. DALEY COLLEGE","_001649","IL","CHICAGO","02/22/2005","$6.50","$5.00"
"CITY COLLEGE OF SAN FRANCISCO","_004502","CA","SAN FRANCISCO","06/04/2002","$6.50","$5.00"
"CITY COLLEGES OF CHICAGO - WILBUR WRIGHT COLLEGE","_001655","IL","CHICAGO","03/04/2005","$6.50","$5.00"
"CITY UNIVERSITY","_013022","WA","BELLEVUE","11/13/2007","$6.50","$5.00"
"CITY UNIVERSITY OF SEATTLE","_013022","WA","BELLEVUE","11/13/2007","$6.50","$5.00"
"CLACKAMAS COMMUNITY COLLEGE","_004878","OR","OREGON CITY","12/06/2004","$6.50","$5.00"
"CLAREMONT GRADUATE SCHOOL","_001169","CA","CLAREMONT","08/25/2011","$16.50","$15.00"
"CLAREMONT GRADUATE UNIVERSITY","_001169","CA","CLAREMONT","08/25/2011","$16.50","$15.00"
"CLARION UNIVERSITY OF PENNSYLVANIA","_003318","PA","CLARION","05/28/2008","$6.50","$5.00"
"CLARK ATLANTA UNIVERSITY","_001559","GA","ATLANTA","02/12/2004","$6.50","$5.00"
"CLARK COLLEGE","_001559","GA","ATLANTA","02/12/2004","$6.50","$5.00"
"CLARK COLLEGE","_003773","WA","VANCOUVER","06/04/2004","$6.50","$5.00"
"CLARK COMMUNITY COLLEGE","_003773","WA","VANCOUVER","06/04/2004","$6.50","$5.00"
"CLARK STATE COMMUNITY COLLEGE","_004852","OH","SPRINGFIELD","05/05/2011","$6.50","$5.00"
"CLARK TECHNICAL COLLEGE","_004852","OH","SPRINGFIELD","05/05/2011","$6.50","$5.00"
"CLARK UNIVERSITY","_002139","MA","WORCESTER","05/21/2002","$6.50","$5.00"
"CLARKE COLLEGE","_001852","IA","DUBUQUE","02/22/2008","$6.50","$5.00"
"CLARKE UNIVERSITY","_001852","IA","DUBUQUE","02/22/2008","$6.50","$5.00"
"CLATSOP COMMUNITY COLLEGE","_003189","OR","ASTORIA","09/06/2002","$6.50","$5.00"
"CLAYTON COLLEGE AND STATE UNIVERSITY","_008976","GA","MORROW","07/19/2005","$6.50","$5.00"
"CLAYTON STATE COLLEGE","_008976","GA","MORROW","07/19/2005","$6.50","$5.00"
"CLAYTON STATE UNIVERSITY","_008976","GA","MORROW","07/19/2005","$6.50","$5.00"
"CLEAR LAKE COMMUNITY COLLEGE","_001344","CA","MARYSVILLE","06/19/2003","$6.50","$5.00"
"CLEARFIELD COUNTY CAREER & TECHNOLOGY CENTER","_021696","PA","CLEARFIELD","05/19/2004","$6.50","$5.00"
"CLEARY COLLEGE","_002246","MI","ANN ARBOR/HOWELL","09/16/2004","$6.50","$5.00"
"CLEARY UNIVERSITY","_002246","MI","ANN ARBOR/HOWELL","09/16/2004","$6.50","$5.00"
"CLEMSON UNIVERSITY","_003425","SC","CLEMSON","11/19/2004","$8.00","$6.50"
"CLEVELAND COLLEGE","_003024","OH","CLEVELAND","09/26/2007","$11.50","$10.00"
"CLEVELAND COMMUNITY COLLEGE","_008082","NC","SHELBY","11/04/2011","$6.50","$5.00"
"CLEVELAND STATE COMMUNITY COLLEGE","_003999","TN","CLEVELAND","06/30/2010","$6.50","$5.00"
"CLEVELAND STATE UNIVERSITY","_003032","OH","CLEVELAND","12/08/2003","$9.50","$8.00"
"CLEVELAND TECHNICAL INSTITUTE","_008082","NC","SHELBY","11/04/2011","$6.50","$5.00"
"CLINCH VALLEY COLLEGE","_003747","VA","WISE","01/09/2012","$6.50","$5.00"
"CLINTON COMMUNITY COLLEGE","_006787","NY","PLATTSBURGH","11/03/2008","$6.50","$5.00"
"CLINTON COMMUNITY COLLEGE SUNY","_006787","NY","PLATTSBURGH","11/03/2008","$6.50","$5.00"
"COASTAL CAROLINA COMMUNITY","_005316","NC","JACKSONVILLE","11/15/2005","$6.50","$5.00"
"COASTAL CAROLINA COMMUNITY COLLEGE","_005316","NC","JACKSONVILLE","11/15/2005","$6.50","$5.00"
"COASTAL CAROLINA UNIVERSITY","_003451","SC","CONWAY","11/01/2002","$6.50","$5.00"
"COASTAL GEORGIA COMMUNITY COLLEGE","_001558","GA","BRUNSWICK","08/03/2001","$6.50","$5.00"
"COASTLINE COMMUNITY COLLEGE","_020635","CA","FOUNTAIN VALLEY","02/15/2011","$6.50","$5.00"
"COCHISE COLLEGE","_001072","AZ","DOUGLAS","07/05/2007","$6.50","$5.00"
"COCONINO COMMUNITY COLLEGE","_031004","AZ","FLAGSTAFF","08/14/2006","$10.00","$8.50"
"COLBY COLLEGE","_002039","ME","WATERVILLE","03/26/2003","$6.50","$5.00"
"COLBY COLLEGE- NEW HAMPSHIRE","_002572","NH","NEW LONDON","02/12/2009","$6.50","$5.00"
"COLBY JUNIOR COLLEGE","_002572","NH","NEW LONDON","02/12/2009","$6.50","$5.00"
"COLBY WOMENS COLLEGE","_002572","NH","NEW LONDON","02/12/2009","$6.50","$5.00"
"COLBY-SAWYER COLLEGE","_002572","NH","NEW LONDON","02/12/2009","$6.50","$5.00"
"COLLEGE FOR LIFELONG LEARNING","_031013","NH","CONCORD","02/28/2003","$6.50","$5.00"
"COLLEGE OF BOCA RATON","_001505","FL","BOCA RATON","01/21/2010","$6.50","$5.00"
"COLLEGE OF CENTRAL FLORIDA","_001471","FL","OCALA","01/14/2011","$6.50","$5.00"
"COLLEGE OF CHARLESTON","_003428","SC","CHARLESTON","10/01/2003","$6.50","$5.00"
"COLLEGE OF COASTAL GEORGIA","_001558","GA","BRUNSWICK","08/03/2001","$6.50","$5.00"
"COLLEGE OF DUPAGE","_006656","IL","GLEN ELLYN","09/08/2008","$6.50","$5.00"
"COLLEGE OF EASTERN UTAH","_003677","UT","LOGAN","07/15/2002","$7.50","$6.00"
"COLLEGE OF GREAT FALLS","_002527","MT","GREAT FALLS","10/16/2009","$6.50","$5.00"
"COLLEGE OF INSURANCE","_002823","NY","JAMAICA","02/25/2004","$6.50","$5.00"
"COLLEGE OF LAKE COUNTY","_007694","IL","GRAYSLAKE","05/24/2010","$6.50","$5.00"
"COLLEGE OF MARIN","_001178","CA","KENTFIELD","05/21/2008","$6.50","$5.00"
"COLLEGE OF OCEANEERING","_011460","CA","LA JOLLA","03/02/2006","$6.50","$5.00"
"COLLEGE OF SAINT BENEDICT","_002341","MN","ST JOSEPH","12/08/2006","$6.50","$5.00"
"COLLEGE OF SAINT ROSE","_002705","NY","ALBANY","04/29/2010","$6.50","$5.00"
"COLLEGE OF SAN MATEO","_001181","CA","SAN MATEO","07/08/2004","$6.50","$5.00"
"COLLEGE OF SOUTHERN IDAHO","_001619","ID","TWIN FALLS","10/21/2004","$6.50","$5.00"
"COLLEGE OF SOUTHERN MARYLAND","_002064","MD","LA PLATA","08/14/2002","$6.50","$5.00"
"COLLEGE OF SOUTHERN NEVADA","_010362","NV","NORTH LAS VEGAS","03/31/2005","$6.50","$5.00"
"COLLEGE OF SOUTHERN UTAH","_003678","UT","CEDAR CITY","09/26/2008","$6.50","$5.00"
"COLLEGE OF ST CATHERINE AT ST PAUL","_002342","MN","ST PAUL","05/19/2006","$6.50","$5.00"
